that rainy sunday afternoon indoors	Making sourdough bread from scratch in the kitchen on a rainy Sunday afternoon, November 2023.	baking a birthday cake for mom	cooking thanksgiving dinner with the family	gardening on a sunny day	Playing board games with Alex and Chloe at their apartment, New Year's Eve 2023.	My work team celebrating the successful 'Project Phoenix' launch with pizza and beer at the office, November 2023.	A clear photo of my Mom's handwritten apple pie recipe in her old, worn-out cookbook.	My team's project launch celebration at the office, with the whiteboard full of notes in the background, Q4 2023.
Leo and Mia carving pumpkins a couple years ago	The kids, Leo and Mia, carving pumpkins on the back porch for Halloween 2022.	The kids in their Halloween costumes trick-or-treating	Decorating the Christmas tree with Leo and Mia	Carving the Thanksgiving turkey	Video of our daughter Maya's first day of kindergarten. She's holding her 'First Day' sign and crying a little. August 2024.	Watching Taylor Swift perform on stage during the Eras Tour in Seattle, July 2023.	Our cat, Mittens, napping in a sunbeam on the new blue couch, last Sunday afternoon.	The marketing team's off-site retreat at Lake Tahoe in September 2021.
The voice clip of Grandma talking about the old days	Audio recording of Grandma telling her story about immigrating to America, recorded on my phone, January 15, 2021.	Video of Grandma's 90th birthday party	My first podcast recording with a friend	Voice memo of my grocery list from January	The whole family gathered for Thanksgiving dinner at Grandma's house, November 2022.	Celebrating Maria's 30th birthday with a surprise party at 'The Green Door' bar, February 2024.	Before and after shots of painting the bedroom wall 'forest green' last summer.	My work team's annual offsite retreat at Lake Tahoe, group photo by the water, August 2024.
the running race in Chicago	Me crossing the finish line at the Chicago Marathon, October 2023. I was so exhausted but proud.	my photos from the 10k race in my hometown	my trip to Chicago for a conference	my brother running the New York marathon	Team-building retreat at Pine Ridge Lodge, September 2023. Me and Mark failing spectacularly at the trust fall exercise.	Hiking to the summit of Mount Beacon with friends, enjoying the fall foliage, October 2022.	Game night with the college crew at Mark's apartment, celebrating his new job, January 2024.	Our friend group's annual camping trip at Yosemite National Park, sitting around the campfire, August 2021.
Find memories from Emily's wedding	My sister Emily's first dance with her husband Mark at their wedding reception in the old barn venue, June 10th, 2023.	Emily's bachelorette party in Nashville	My first dance at my own wedding	Emily and Mark cutting the wedding cake	My parents' 40th wedding anniversary dinner at The Grand Hotel, August 12, 2023.	My fiancé Michael and I watching the sunset on the beach in Santorini, Greece during our engagement trip.	Group photo of me, Alex, and Maria at the summit of Mount Rainier after our hike, August 2024.	Painting the nursery a soft green color before the baby arrived. Spring 2024.
Halloween pumpkin carving last year	Carving pumpkins with the kids in the backyard for Halloween 2023.	The kids in their Halloween costumes trick-or-treating	Carving the Thanksgiving turkey	Decorating the Christmas tree with the family	The marketing team's off-site retreat at Lake Tahoe in September 2021.	Me working on the vegetable garden in the backyard, planting tomatoes, Spring 2023.	Baby Leo taking his first steps in the living room towards the red couch, March 2023.	Our cat, Mittens, sleeping inside a cardboard box in the study.
Show me my work trip to Austin last year	Me presenting the 'Project Atlas' update at the annual company offsite in Austin, September 2023.	Team lunch at the office last week	My vacation to Dallas	The company holiday party in December	My proposal to Emily at sunset on Santorini, Greece, June 2024.	Celebrating my daughter Emily's 5th birthday party with a princess theme in the backyard.	My team winning the hackathon award at the company offsite in Austin, Texas. June 2024.	Mom and Dad's 30th wedding anniversary dinner at The Grand Hotel, with the whole family. August 12, 2022.
That time we all went to grandpa's for a BBQ	Our first family barbecue of the summer at Grandpa's house, June 2024.	Thanksgiving dinner at Grandma's house	Family beach trip last summer	4th of July fireworks photos	Our cat, Mittens, curled up sleeping on my laptop keyboard while I was trying to work from home.	Painting the nursery a soft yellow color before Emily was born.	New Year's Eve party at our apartment with friends, ringing in 2025.	The kids, Leo and Mia, building a huge sandcastle at Cannon Beach, Oregon, last August.
Playing board games with friends on Saturday	Game night with Mark, Emily, and Chloe at our apartment, last Saturday.	Going out for drinks with Mark	Watching a movie with Emily last month	Having dinner at Chloe's place	A group of us trying the Omakase menu at 'Sushi Zen' downtown, last month, March 2024.	Celebrating our 10th wedding anniversary at 'The French Laundry', Napa Valley, June 2023.	Watching the sunset over Lake Tahoe from our cabin's balcony, summer vacation 2022.	Video clip of me finishing my first marathon in Chicago, October 2023. I look exhausted but happy.
Photos of our home improvement project	Photos of the backyard deck we built ourselves, project finished in May 2022.	Photos of us painting the living room	Working in the garden last summer	Assembling the new patio furniture	Milo the cat sleeping upside down in the laundry basket, winter 2022.	Leo's first birthday party in the backyard, June 4th, 2023. He's smashing his cake.	Hiking the Inca Trail to Machu Picchu, Peru with Sarah and Tom, July 2023.	The whole family around the dinner table for Thanksgiving at my parents' house, November 2023.
Building the deck with my dad	Me and my dad building the wooden deck in the backyard, finished in July 2022.	Painting the living room with my mom	Dad fixing the car in the garage	Family barbecue on the new deck	A video of me and Dave trying (and failing) to assemble the new IKEA bookshelf in the study. So much laughter and frustration!	Photos from my weekend hiking trip up Mission Peak with the hiking club, last month.	Receiving the 'Innovator of the Year' award at the company's annual conference in Las Vegas, March 2024.	The whole family together for Thanksgiving dinner at Grandma's house, November 2022.
Me and David hiking in the fall	Hiking the Eagle Peak trail with my brother, David, during the fall of 2021. The autumn leaves were amazing.	Skiing trip with David in winter 2022	Family camping trip in summer 2021	Hiking the coastal trail by myself	Hiking the Narrows with Sarah and Mark at Zion National Park, Utah, August 2022.	Me and Sarah hiking the Inca Trail to Machu Picchu, Peru, August 2019.	The moment David proposed to me at sunset on the beach in Maui, Hawaii. August 2021.	Me and Chloe watching the sunset from our apartment balcony with a glass of wine. A perfect quiet evening, last Tuesday.
Bonfire at the beach with my college friends	My college friends and I having a bonfire and barbecue at Ocean Beach last summer.	Camping trip in the mountains with my family	A solo walk on the beach at sunrise	Dinner at a restaurant with my college friends	At Mike and Emily's wedding, dancing with the bridesmaids. August 6, 2024, at the vineyard.	Grandma Rose teaching me how to knit in her cozy sunroom, winter 2020.	Playing chess with David at the coffee shop 'The Daily Grind' on a rainy Saturday afternoon.	Watching the New Year's Eve fireworks over the harbor from our friend Chloe's balcony. Ringing in 2023.
When we made homemade pizzas last February	Making homemade pizzas with David and Chloe in our kitchen. Saturday night, February 2024.	Barbecue in the backyard last summer	Dinner at the Italian restaurant for my birthday	Baking Chloe's birthday cake	Making homemade pasta from scratch with Maria in our kitchen on a Sunday evening.	My and David's 5th wedding anniversary dinner at The French Laundry, September 2022.	Sarah and Mike's wedding reception at The Grand Hall, October 12, 2023.	Our new beagle puppy, Buster, sleeping in his crate for the first time, March 2024.
My family in the kitchen on Thanksgiving 2024	Thanksgiving 2024. A chaotic but fun photo of my dad and me carving the turkey in the kitchen while my mom looks on.	Christmas dinner at my grandma's house	The family sitting at the Thanksgiving table	Baking cookies with my mom	Celebrating our 10th wedding anniversary at The French Laundry in Napa Valley, June 2023.	The kids carving pumpkins on the back porch for Halloween, October 2024.	My team receiving the 'Project of the Year' award at the company gala, November 2021.	My team winning the 'Best Project' award at the company offsite in San Diego, October 2023.
Photos of my children having a pillow fight	The kids, Leo and Mia, having an epic pillow fight in their bedroom on a rainy Saturday afternoon.	The kids building a fort in the living room	Leo and Mia playing outside in the rain	The kids sleeping in their beds	Presenting the Q3 project results at the annual company offsite in Austin, Texas, September 2023.	Hiking with Mark and Sarah at Zion National Park in Utah, Spring 2024. Reached the top of Angel's Landing.	View from the top of Mount Beacon after a long hike with David and Emily, sunny day in Summer 2023.	My team's project launch celebration at the office, with the whiteboard full of notes in the background, Q4 2023.
